Feature ID,Feature Name,Area / Module,Source File(s),Route / Screen / Command / Entry Point,User Type,User Story,Expected Behaviour,Actual Behaviour,Status,Test Type,Test Steps,Test Result,Error / Bug Found,Severity,Fix Required,Fix Implemented,Files Changed,Commit Hash,Retest Steps,Retest Result,Final Status,Product Decision Needed,Notes,Original Prompt
WEB-011,Governed workflow sequence,Landing / Workflow,index.html; tests/landing-page.mjs,/#workflow,Financial researcher,"As a financial researcher, I want to see the governed sequence so that I understand how source data becomes a reviewed packet.","Six sequential cards show Source, Govern, Route, Delegate, Review, Deliver with plain-language notes and readable responsive layout.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Count six steps; verify order and explanations; inspect desktop and mobile layout for clipping and sequence clarity.,PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,/goal implement the cutting edge UI rich with graphics and easy to understand
WEB-012,Audience path cards,Landing / Conversion,index.html; tests/landing-page.mjs,/#competition-proof,Visitor with distinct intent,"As a visitor, I want a path matching my intent so that I can use, build, read, or partner without searching.","Four path cards clearly separate use, build, read, and partner actions with valid destinations and consistent visual hierarchy.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Count four cards; assert labels/actions/hrefs; inspect hover/focus; verify mobile stacking.,PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,/goal implement the cutting edge UI rich with graphics and easy to understand
WEB-013,Trust methodology cards,Landing / Trust,index.html; tests/landing-page.mjs,/#trust,Compliance buyer,"As a compliance buyer, I want methodology boundaries so that I can judge filing provenance, point-in-time safety, missingness, and agent readiness.","Four trust cards explain boundaries and link to architecture, MCP surface, and agent contract.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Count cards; assert required concepts and three resource links; validate link responses where network permits.,PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,/goal implement the cutting edge UI rich with graphics and easy to understand
WEB-014,Final conversion actions,Landing / CTA,index.html; tests/landing-page.mjs,/ final CTA,Prospective client,"As a prospective client, I want clear final actions so that I can run the reference, tour the product, discuss a project, inspect Cloud Run, or inspect source.","Actions are distinguishable, keyboard accessible, and point to correct destinations without misleading execution claims.",Cloud Run now continues the Apple-first Evidence OS narrative and labels HUT as a second research-memory proof.,Fixed,Automated UI,Enumerate CTA links and accessible names; validate local links; inspect visual priority and mobile wrapping.,FAIL — qa_evidence/screenshots/cloud-root-1440x1000.png | FIX VERIFIED,"The final Cloud Run action opens a stale competition-branded, HUT-first surface instead of continuing the Apple-first Evidence OS narrative.",High,Yes,Cloud Run now continues the Apple-first Evidence OS narrative and labels HUT as a second research-memory proof.,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,4883949,Enumerate CTA links and accessible names; validate local links; inspect visual priority and mobile wrapping.,"PASS — all final actions resolve into coherent, explicitly prioritized product surfaces.",Verified,No,Pre-fix discovery evidence: qa_evidence/screenshots/cloud-root-1440x1000.png | Retest evidence: qa_evidence/screenshots/cloud-root-1440x1000.png; qa_evidence/logs/retest-go-test-all.log | Stable pre-fix finding: qa_evidence/logs/discovery_findings.json,/goal implement the cutting edge UI rich with graphics and easy to understand
WEB-015,Footer provenance and resources,Landing / Footer,index.html; tests/landing-page.mjs,/ footer,Technical evaluator,"As a technical evaluator, I want durable resource links and the non-advice boundary so that I can inspect evidence and implementation details.","Footer contains non-advice text plus comprehension audit, A2A spec, architecture, and GitHub links.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Inspect footer text and hrefs; load local resources; verify contrast and mobile wrapping.,PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,/goal implement the cutting edge UI rich with graphics and easy to understand
WEB-016,Responsive and accessible landing,Landing / Cross-cutting,index.html; tests/landing-page.mjs,/ responsive states,All visitors,"As a visitor using different devices or assistive settings, I want a readable and motion-safe interface so that I can use every feature.","No horizontal overflow at 390px or 1440px, semantic landmarks and accessible names exist, contrast passes, and reduced motion disables nonessential animations.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Run Playwright desktop/mobile/reduced-motion checks and Lighthouse accessibility/best-practices audits; record scores and failures.,PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,/goal implement the cutting edge UI rich with graphics and easy to understand
WEB-017,Functional module color differentiation,Landing / Visual system,index.html; tests/landing-page.mjs,/ content modules,Visual learner,"As a visual learner, I want functional modules to have distinct backgrounds so that I can scan the system quickly.","Architecture, platform, demo, workflow, audience, and trust areas have distinct restrained dark color fields while maintaining consistent semantic color and contrast.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Manual UI,Capture full-page desktop screenshot; compare section backgrounds and labels; run contrast audit; verify no visual ambiguity or excessive decoration.,PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/lighthouse/landing-desktop/report.json,/goal implement the cutting edge UI rich with graphics and easy to understand
TOUR-001,Product tour activation,Product tour,index.html; tests/landing-page.mjs,/?tour=1,Prospective client,"As a prospective client, I want a focused product tour so that I can understand the product without scrolling the full site.",Query activation opens a full-viewport presentation led by the Apple reference with no page overflow.,Tour slide 4 now explicitly labels HUT as the second proof beyond the flagship Apple workflow.,Fixed,Automated UI,"Open /?tour=1 at 1920x1080; assert theater visible, Apple opening, one stage, no overflow.",FAIL — qa_evidence/logs/feature_ui_audit.json | FIX VERIFIED,"Slide 4 switches from the Apple reference to HUT without an explicit ‘second proof’ transition, weakening the Apple-first story.",Medium,Yes,Tour slide 4 now explicitly labels HUT as the second proof beyond the flagship Apple workflow.,index.html,4883949,"Open /?tour=1 at 1920x1080; assert theater visible, Apple opening, one stage, no overflow.",PASS — six-slide navigation preserves the Apple-first story and explains the issuer transition.,Verified,No,Pre-fix discovery evidence: qa_evidence/logs/feature_ui_audit.json | Retest evidence: qa_evidence/logs/retest-feature_ui_audit.json | Stable pre-fix finding: qa_evidence/logs/discovery_findings.json,/goal implement the cutting edge UI rich with graphics and easy to understand
TOUR-002,Tour previous and next navigation,Product tour,index.html; tests/landing-page.mjs,/?tour=1,Presentation viewer,"As a presentation viewer, I want previous and next controls and arrow-key support so that I can move through the story predictably.","Controls and arrow keys move exactly one slide, disable at boundaries, and update title/index/progress.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,"Activate next/previous buttons and ArrowRight/ArrowLeft; verify slide text, disabled states, and progress.",PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/screenshots/tour-final-1920x1080.png,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/screenshots/tour-final-1920x1080.png,/goal implement the cutting edge UI rich with graphics and easy to understand
TOUR-003,Tour autoplay,Product tour,index.html,/?tour=1,Presenter,"As a presenter, I want autoplay so that I can record or demonstrate a paced narrative hands-free.","Autoplay advances at a stable interval, toggles to pause, resets from final slide, and stops at the end.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Start autoplay; wait for slide advance; pause; restart at final slide; verify labels and timer stop.,PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/screenshots/tour-final-1920x1080.png,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/screenshots/tour-final-1920x1080.png,/goal implement the cutting edge UI rich with graphics and easy to understand
TOUR-004,Tour exit behavior,Product tour,index.html; tests/landing-page.mjs,/?tour=1,Presentation viewer,"As a viewer, I want to exit the tour by button or Escape so that I can return to the landing page immediately.","Exit button and Escape leave presentation mode, restore clean URL state, and return to top.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,"Exit by button and by Escape in separate runs; verify theater removed, URL query cleared, scroll position reset.",PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/screenshots/tour-final-1920x1080.png,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/screenshots/tour-final-1920x1080.png,/goal implement the cutting edge UI rich with graphics and easy to understand
TOUR-005,Tour recording layout,Product tour,index.html; scripts/record-product-tour.mjs,/?tour=1 at 1920x1080,Content producer,"As a content producer, I want a recording-safe layout so that slides remain readable in a 16:9 video.","All slides fit 1920x1080 without overflow, controls remain visible, and essential text is legible.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Visit every slide at 1920x1080; measure overflow and bounding boxes; capture screenshots.,PASS — qa_evidence/logs/feature_ui_audit.json; qa_evidence/screenshots/tour-final-1920x1080.png,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json; qa_evidence/screenshots/tour-final-1920x1080.png,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-001,AAPL demo navigation,AAPL Client Demo / Navigation,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,/client-demo/google-cloud-aapl/,Client evaluator,"As a client evaluator, I want links to the main site, MCP surface, and source so that I can inspect the demo context.","Navigation is visible, legible, and links to correct public destinations.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Load demo; inspect top navigation labels/hrefs; validate local main-site return and external URLs.,PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-002,Six-stage architecture tabs,AAPL Client Demo / Walkthrough,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,#interactive-walkthrough,Client evaluator,"As a client evaluator, I want direct stage selection so that I can inspect Source, Govern, Route, Delegate, Review, and Deliver in any order.","Six tabs activate the corresponding visual nodes, copy, evidence boundary, count, and progress state.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,"Count six tabs; click each; assert active class, aria-selected, stage title/copy/boundary/count, and live node states.",PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-003,Walkthrough back and next,AAPL Client Demo / Walkthrough,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,#interactive-walkthrough,Demo viewer,"As a demo viewer, I want Back and Next controls so that I can step through the evidence path sequentially.",Back/Next advance one stage and disable correctly at first/final stages.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,"Navigate first to last and back; assert counts, active stage, and disabled controls.",PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-004,Walkthrough reset,AAPL Client Demo / Walkthrough,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,#interactive-walkthrough,Demo viewer,"As a demo viewer, I want Reset so that I can restart a demonstration from Source.","Reset stops autoplay and restores stage 1, progress, copy, and active nodes.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Navigate to stage 4; start autoplay; click Reset; assert stage 1 and paused state.,PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-005,Walkthrough autoplay,AAPL Client Demo / Walkthrough,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,#interactive-walkthrough,Presenter,"As a presenter, I want autoplay so that the six-stage explanation can run hands-free.","Autoplay advances, can pause, updates its accessible label, and stops at the final stage.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Start autoplay; wait for stage 2; pause; verify label; resume to final and assert stop.,PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-006,Walkthrough presentation view,AAPL Client Demo / Presentation,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,?presentation=1 or Presentation view,Presenter,"As a presenter, I want presentation mode so that I can record a focused walkthrough.",Button and query parameter activate presentation mode; Escape exits; desktop and mobile have no horizontal overflow.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Activate by button and query; inspect body class; press Escape; repeat at 390x844 and measure overflow.,PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-007,MCP call-path visualization,AAPL Client Demo / MCP,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,#mcp-call-path,AI engineer,"As an AI engineer, I want a concrete MCP request/response visualization so that I know what the Google Cloud coordinator sends and receives.","Visualization names coordinator, tool, AAPL ticker payload, evidence envelope, provenance boundary, and review path in readable form.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,"Inspect call-path text and graphics; assert coordinator, deltasignal_company_fundamentals, ticker AAPL, evidence envelope; capture screenshot.",PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-008,Evidence-boundary explanations,AAPL Client Demo / Trust,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,#interactive-walkthrough,Financial analyst,"As a financial analyst, I want each stage to state what it can and cannot prove so that I do not confuse evidence with interpretation.",Every stage has a distinct boundary statement; missing attribution and unavailable levels remain explicit.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Select each stage; record boundary text; assert nonempty and distinct; verify no unsupported trade or attribution claims.,PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-009,Demo resource actions,AAPL Client Demo / Resources,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,Demo footer actions,Builder,"As a builder, I want architecture, video scenario, MCP, and operator-contract links so that I can reproduce the workflow.",All resource actions are clearly labeled and resolve to valid targets.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Enumerate four resource links; validate hrefs and local 200 responses; inspect keyboard focus.,PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
AAPL-010,Responsive AAPL demo,AAPL Client Demo / Cross-cutting,client-demo/google-cloud-aapl/Google_Cloud_AAPL_DeltaSignal_MCP_Client_Demo_2026_08_06.html; client-demo/google-cloud-aapl/test-interactive-walkthrough.mjs,Demo desktop and mobile,All visitors,"As a visitor, I want the interactive demo to remain readable on desktop and mobile so that diagrams and controls are usable.",No horizontal overflow; controls wrap safely; text remains legible; presentation mode is usable at 390px and 1440px.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,"Measure overflow and control bounding boxes at 390x844, 1024x900, 1440x1000; run accessibility snapshot.",PASS — qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/aapl-walkthrough-test.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
